hour,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
4249,178,0,ReLU Ridge,0.5249,0.001,-0.0008,0.2617,-0.0988,0.2807,2.4078
4249,178,0,Sparseville,0.5981,0.0009,0.0012,-0.0802,0.007,0.0807,0.3046
4249,178,0,Offshore A,0.6002,0.0005,-0.0015,-0.147,-0.0618,0.1671,0.7464
4249,178,0,Bayes Bay,0.6021,0.001,-0.0011,0.1055,0.0342,0.1118,0.4234
4249,178,0,Tensorburg,0.569,0.0014,0.0014,-0.2264,-0.0484,0.2316,1.4514
4249,178,0,GANopolis,0.6107,-0.0071,-0.0056,-0.052,0.0342,0.063,0.2544
4249,178,0,Gradient Grove,0.5728,-0.0013,-0.0022,-0.2973,0.0014,0.2981,2.8152
4249,178,0,Offshore B,0.5974,-0.0022,-0.0023,-0.0975,-0.0268,0.1013,0.3745
4250,178,1,Sparseville,0.564,0.0026,0.0026,-0.1062,0.024,0.1089,0.4087
4250,178,1,Tensorburg,0.5574,0.003,0.0034,-0.2402,-0.002,0.2426,1.595
4250,178,1,Offshore A,0.5701,-0.0015,-0.003,-0.1953,-0.0691,0.2081,1.1366
4250,178,1,GANopolis,0.5971,-0.0066,-0.0053,-0.0779,0.0398,0.0881,0.3297
4250,178,1,Offshore B,0.5719,-0.002,-0.0021,-0.0851,-0.0071,0.0859,0.3213
4250,178,1,Gradient Grove,0.537,-0.0006,-0.0012,-0.3067,-0.0213,0.3078,3.0942
4250,178,1,ReLU Ridge,0.4942,0.0023,0.0006,0.3299,-0.1114,0.3512,4.9128
4250,178,1,Bayes Bay,0.5531,0.0012,-0.0011,0.0957,0.0275,0.0999,0.3975
4251,178,2,Gradient Grove,0.4852,0.0001,-0.0001,-0.3555,0.0349,0.3573,4.9953
4251,178,2,Bayes Bay,0.4684,0.0015,-0.0005,0.2876,0.1604,0.3439,5.6121
4251,178,2,Offshore A,0.5599,-0.0035,-0.0043,-0.1683,-0.1556,0.2309,1.4347
4251,178,2,Sparseville,0.5588,0.0045,0.0042,-0.149,0.0028,0.1496,0.6141
4251,178,2,Offshore B,0.5481,-0.0004,-0.0003,-0.0721,0.0191,0.0752,0.2883
4251,178,2,Tensorburg,0.5815,0.0013,0.0019,-0.1547,0.0402,0.1609,0.7029
4251,178,2,GANopolis,0.5761,-0.0044,-0.0036,-0.0597,-0.0577,0.1012,0.3858
4251,178,2,ReLU Ridge,0.4015,0.0043,0.0029,0.2629,-0.0333,0.4115,109.3684
4252,178,3,Offshore A,0.5783,-0.0047,-0.0049,-0.1308,-0.1266,0.1845,0.8741
4252,178,3,Sparseville,0.5609,0.0066,0.0062,-0.1876,-0.0222,0.1896,0.9272
4252,178,3,Gradient Grove,0.5068,0.0012,0.0011,-0.3446,0.0316,0.3465,4.9942
4252,178,3,Offshore B,0.5601,0.0028,0.0029,-0.0748,0.0372,0.0844,0.3164
4252,178,3,GANopolis,0.566,-0.0022,-0.0021,-0.0578,-0.0433,0.0797,0.3149
4252,178,3,Tensorburg,0.5682,-0.0011,-0.0006,-0.0538,0.0248,0.067,0.2749
4252,178,3,Bayes Bay,0.5109,0.0033,0.0022,0.0858,0.3035,0.334,5.3048
4252,178,3,ReLU Ridge,0.4142,0.0047,0.0034,0.3978,-0.0072,0.4297,32.2117
4253,178,4,Tensorburg,0.5891,-0.0039,-0.0037,-0.0464,0.0891,0.1211,0.5375
4253,178,4,GANopolis,0.5806,-0.0007,-0.0012,-0.2141,-0.0399,0.2211,1.3709
4253,178,4,Offshore B,0.5692,0.0041,0.004,-0.0712,0.0569,0.0918,0.3418
4253,178,4,ReLU Ridge,0.4743,0.0042,0.0036,-0.0501,0.0814,0.1759,0.9183
4253,178,4,Gradient Grove,0.5351,0.0022,0.0023,-0.2695,-0.0092,0.2715,2.252
4253,178,4,Offshore A,0.5881,-0.0052,-0.0049,-0.1273,-0.0137,0.1319,0.5337
4253,178,4,Sparseville,0.569,0.006,0.0059,-0.1857,-0.0324,0.1936,0.9834
4253,178,4,Bayes Bay,0.5356,0.0041,0.0036,-0.0393,0.1867,0.1947,1.0357
4254,178,5,Tensorburg,0.5752,-0.0037,-0.0034,-0.0284,-0.006,0.0525,0.2347
4254,178,5,Gradient Grove,0.5811,0.0004,0.0006,-0.1374,-0.0129,0.1397,0.6231
4254,178,5,ReLU Ridge,0.5567,0.0027,0.0024,-0.1532,0.0703,0.1798,0.8575
4254,178,5,Bayes Bay,0.5423,0.0021,0.0019,-0.1208,0.1248,0.1764,0.8383
4254,178,5,Offshore B,0.5491,0.0027,0.0025,-0.0826,0.0748,0.1129,0.4273
4254,178,5,Offshore A,0.5693,-0.0044,-0.004,-0.1224,-0.0218,0.1251,0.4969
4254,178,5,Sparseville,0.5813,0.0021,0.0018,-0.2121,-0.0148,0.2188,1.3435
4254,178,5,GANopolis,0.5401,0.0008,0.0004,-0.3007,-0.0031,0.304,3.2692
4255,178,6,Sparseville,0.5294,-0.0014,-0.0015,-0.1183,-0.0209,0.1246,0.4855
4255,178,6,Gradient Grove,0.5402,-0.0022,-0.002,-0.0616,-0.0082,0.0639,0.2598
4255,178,6,ReLU Ridge,0.4939,-0.0016,-0.0018,-0.2567,-0.0352,0.2608,1.9994
4255,178,6,Bayes Bay,0.5588,0.0007,0.0005,-0.0007,0.1088,0.1157,0.4381
4255,178,6,GANopolis,0.5237,0.0005,0.0005,-0.2655,-0.0369,0.2684,2.3374
4255,178,6,Offshore B,0.5482,-0.0009,-0.001,-0.1057,0.0718,0.1311,0.5096
4255,178,6,Offshore A,0.5281,-0.0019,-0.0018,-0.1008,-0.0168,0.1049,0.3919
4255,178,6,Tensorburg,0.5503,-0.0003,-0.0,-0.1046,0.0559,0.1213,0.4895
4256,178,7,GANopolis,0.5985,0.0003,0.0008,-0.1898,-0.0101,0.1902,0.9195
4256,178,7,Bayes Bay,0.5833,0.0021,0.0018,-0.0303,0.087,0.1031,0.3831
